degree,rne,Nom court CFA,Adresse CFA,Complément adresse 1 CFA,Complément adresse 2 CFA,Code INSEE CFA,Lib court ville CFA,Téléphone établissement,Site internet de l'établissement,E-Mail établissement
50022713S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50022713S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50022713S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50022713S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50022713S,0941466H,CFA Couverture & Plomberie,Lycée Maximilien Peret - ,Place San Benedetto Del Tronto - BP 56 ,,94002,ALFORTVILLE,01 40 55 12 26,www.couverture-plomberie.fr,lbouchard@gccp.fr
50022713S,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
50022713S,0951830Y,CFA Saint JEAN,12 rue du Maréchal Juin,,,95555,ST GRATIEN,01 34 16 49 07,fraternite.st.jean@wanadoo.fr,fraternite.st.jean@wanadoo.fr
50023002R,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023002R,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50023002R,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50023003N,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50023111S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023115S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023116S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023116S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023116S,0951938R,CFA Institut de l'Environnement Urbain,Campus Veolia Environnement,rue d'Ecancourt,,95323,JOUY LE MOUTIER,01 34 32 78 00,www.campus.veolia.com,isabelle.moura@veolia.com
50023118U,0780851B,CFA CCIP - TECOMAH,Chemin de l'Orme Rond,,,78322,JOUY EN JOSAS,01 39 67 12 00,www.tecomah.fr,tecomah@ccip.fr
50023216S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50023217S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50023217S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023217S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
50023217S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023217S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023217S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
50023217S,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
50023217S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50023217S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50023217S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50023217S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50023217S,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
50023218S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50023218S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023218S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023218S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
50023218S,0941466H,CFA Couverture & Plomberie,Lycée Maximilien Peret - ,Place San Benedetto Del Tronto - BP 56 ,,94002,ALFORTVILLE,01 40 55 12 26,www.couverture-plomberie.fr,lbouchard@gccp.fr
50023219S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023219S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
50023219S,0912140G,CFA Gustave Eiffel,30 route de Longjumeau,,,91161,CHILLY MAZARIN,01 69 74 15 50,www.centregustaveeiffel.net,centre.gustave.eiffel@centre-gustave-eiffel.com
50023219S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50023311V,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50023317S,0751488K,CFA Ecole de Travail ORT,4 bis rue des Rosiers,,,75104,PARIS,01 44 54 31 80,www.ecoledetravail.fr,contact@ecoledetravail.fr
50023317S,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
50023317S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023317S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
50023317S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023317S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
50023317S,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
50023317S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50023317S,0912140G,CFA Gustave Eiffel,30 route de Longjumeau,,,91161,CHILLY MAZARIN,01 69 74 15 50,www.centregustaveeiffel.net,centre.gustave.eiffel@centre-gustave-eiffel.com
50023317S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50023317S,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50023317S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50023317S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50023317S,0941466H,CFA Couverture & Plomberie,Lycée Maximilien Peret - ,Place San Benedetto Del Tronto - BP 56 ,,94002,ALFORTVILLE,01 40 55 12 26,www.couverture-plomberie.fr,lbouchard@gccp.fr
50023317S,0941940Y,CFA CMA du 94,25 avenue Raspail,,,94068,ST MAUR DES FOSSES,01 49 76 50 28,cfa94.com,cpichot@cma94.com
50023317S,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
50023317S,0951830Y,CFA Saint JEAN,12 rue du Maréchal Juin,,,95555,ST GRATIEN,01 34 16 49 07,fraternite.st.jean@wanadoo.fr,fraternite.st.jean@wanadoo.fr
50023317S,0951938R,CFA Institut de l'Environnement Urbain,Campus Veolia Environnement,rue d'Ecancourt,,95323,JOUY LE MOUTIER,01 34 32 78 00,www.campus.veolia.com,isabelle.moura@veolia.com
50023318S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023318S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50023319S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023319S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
50023319S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023319S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023319S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
50023319S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50023319S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50023319S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50023319S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50023319S,0942288B,CFA GPPF formation,6 chemin des Mèches,,,94028,CRETEIL,01 41 78 52 60,www.gppf-formation.fr,contactcfa@gppf-formation.fr
50023319S,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
50023319S,0951830Y,CFA Saint JEAN,12 rue du Maréchal Juin,,,95555,ST GRATIEN,01 34 16 49 07,fraternite.st.jean@wanadoo.fr,fraternite.st.jean@wanadoo.fr
50023320S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023320S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50023320S,0942288B,CFA GPPF formation,6 chemin des Mèches,,,94028,CRETEIL,01 41 78 52 60,www.gppf-formation.fr,contactcfa@gppf-formation.fr
50023321S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
50023322S,0751489L,CFA de la Miroiterie,4 rue des Feuillantines,,,75105,PARIS,01 55 76 55 64,www.metiersduverre.com,formap@wanadoo.fr
50023322S,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
50023323S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023411S,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50023430V,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50023431V,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50023432V,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50023433V,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50023437S,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50023439S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50023439S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023440S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023440S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023441S,0751461F,CFA de la Chambre des Professionnels du Bois,93 rue de l'Ouest,,,75114,PARIS,01 45 42 35 03,www.cpbois.org,contact@cfa-cpb.org
50023441S,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
50023441S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50023441S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023441S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
50023441S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023441S,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50023441S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
50023441S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50023441S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50023441S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50023441S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50023441S,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50023441S,0942217Z,CFA INFA,5 et 9 rue Anquetil,,,94052,NOGENT SUR MARNE,01 45 14 46 55,www.infa-formation.com,cfa.info@infa-formation.com
50023441S,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
50023442S,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
50023442S,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50023442S,0754956E,CFA Compagnonnique d'Apprentissage IDF,2 rue de Guermantes,,,77438,ST THIBAULT DES VIGNES,01 60 35 02 98,www.compagnonsdutourdefrance.org,fcmb.idf@orange.fr
50023442S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
50023442S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50023442S,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50023442S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50023442S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50023442S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50023442S,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50024005T,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
50024006T,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50024124S,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
50024125S,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50024126S,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50024127V,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
50024234S,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50024236S,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
50024238S,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50024238S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50024239S,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50024239S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50024240S,0750761V,CFA de la Couture,119 rue Réaumur,,,75102,PARIS,01 42 61 00 77,www.modeaparis.com,cfa@modeaparis.com
50024241S,0750761V,CFA de la Couture,119 rue Réaumur,,,75102,PARIS,01 42 61 00 77,www.modeaparis.com,cfa@modeaparis.com
50024242S,0750761V,CFA de la Couture,119 rue Réaumur,,,75102,PARIS,01 42 61 00 77,www.modeaparis.com,cfa@modeaparis.com
50024313S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50024317S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50024317S,0754955D,CFA CCIP - LA FABRIQUE,8 avenue de la Porte de Champerret,,,75117,PARIS,01 40 79 92 60,www.esiv.fr,imaes@esiv.fr
50024318S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50024320S,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50025211R,0771771G,CFA  LP Georges CORMIER,6 rue des Templiers,,,77131,COULOMMIERS,01 64 75 30 00,,christophe.carton@ac-creteil.fr
50025211R,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50025212R,0771771G,CFA  LP Georges CORMIER,6 rue des Templiers,,,77131,COULOMMIERS,01 64 75 30 00,,christophe.carton@ac-creteil.fr
50025212R,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50025213R,0771771G,CFA  LP Georges CORMIER,6 rue des Templiers,,,77131,COULOMMIERS,01 64 75 30 00,,christophe.carton@ac-creteil.fr
50025213R,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50025213R,0951963T,CFA CMA 95,1 Avenue du parc,,,95500,CERGY,01 34 35 80 30,www.ima95.fr,
50025214R,0751488K,CFA Ecole de Travail ORT,4 bis rue des Rosiers,,,75104,PARIS,01 44 54 31 80,www.ecoledetravail.fr,contact@ecoledetravail.fr
50025214R,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
50025214R,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50025214R,0772311U,CFA AFORPA - M. Mingam,"6, rue des Templiers",,,77131,COULOMMIERS,01 64 75 30 12,www.aforpa.fr/,mverdier@aforpa.fr
50025214R,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50025214R,0772715H,CFA AFORPA - Métiers de l'automobile - Vaulx le Pénil,170 rue Pasteur,,,77487,VAUX LE PENIL,01 60 68 31 78,www.aforpa.fr,mcognat@aforpa.fr
50025214R,0780424M,CFA CMA du 78,17 avenue du Général Mangin,,,78646,VERSAILLES,01 39 55 15 23,www.cfa-cmy.fr,infoconseil@cfa-cmy.fr
50025214R,0783214V,CFA AFORPA - UFA  Duchesne,Lycée Professionnel Duchesne,49 Avenue Maurice de Hirsch,,78126,LA CELLE ST CLOUD,01 39 20 11 63,www.aforpa.fr,acassard@aforpa.fr
50025214R,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
